,Calculated Scale Factor per frame
479,0.0469601380097
480,0.0520800985397
481,0.0443350682699
482,0.0443377599968
483,0.0445785963063
484,0.0430580723784
485,0.0439143839941
486,0.0428952227935
487,0.0448592301028
488,0.0434430184474
489,0.0397013239958
490,0.0442258546672
491,0.0453825124337
492,0.0448737552966
493,0.0436502508437
494,0.0437631375667
495,0.0438460966025
496,0.0454527710473
497,0.0420236853275
498,0.0408057409002
499,0.040089392684
