,Calculated Scale Factor per frame
454,0.0395463847353
455,0.0403811134096
456,0.0405101672416
457,0.0395259890538
458,0.0392088279137
459,0.0388393152077
460,0.0397844980745
461,0.0395397878113
462,0.0390835006205
463,0.0392104932363
464,0.0398338796621
465,0.0400479498497
466,0.0393340418633
467,0.0391550937617
468,0.0399638481068
469,0.0401597543216
470,0.0409125019854
471,0.0404020270485
472,0.0401610706507
473,0.0393243507821
474,0.0396244336186
475,0.0392769920637
476,0.0399834046529
477,0.0402752060606
478,0.0393242808945
479,0.0398041909917
480,0.0399915576916
481,0.0389989937601
482,0.0397042309947
483,0.0399157174042
484,0.0392433699055
485,0.0392788370171
486,0.0392763198103
487,0.0410621512233
488,0.0396480086873
489,0.0395751709831
490,0.0402303446586
491,0.0393842865735
492,0.0394871184208
493,0.039598082438
494,0.0394171423337
495,0.0394123950987
496,0.0398175050932
497,0.0396527452448
498,0.039498718441
499,0.0402831793219
